,Date,Song,Artist,Track ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,2001-06-01,Lady Marmalade,"christina aguilera, lil' kim, mya  p!nk",7GQqj9jRtDkMp8zByehXQI,0.756,0.808,5,-3.655,1,0.0541,0.0175,3.67e-06,0.66,0.638,109.902,audio_features,7GQqj9jRtDkMp8zByehXQI,spotify:track:7GQqj9jRtDkMp8zByehXQI,https://api.spotify.com/v1/tracks/7GQqj9jRtDkMp8zByehXQI,https://api.spotify.com/v1/audio-analysis/7GQqj9jRtDkMp8zByehXQI,264847,4
1,2001-06-01,All For You,janet,5X8kkUaUlAyAUr9TYqDFTH,0.753,0.934,2,-3.011,1,0.0736,0.0174,0.065,0.128,0.73,113.525,audio_features,5X8kkUaUlAyAUr9TYqDFTH,spotify:track:5X8kkUaUlAyAUr9TYqDFTH,https://api.spotify.com/v1/tracks/5X8kkUaUlAyAUr9TYqDFTH,https://api.spotify.com/v1/audio-analysis/5X8kkUaUlAyAUr9TYqDFTH,329933,3
2,2001-06-01,Survivor,destiny's child,2Mpj1Ul5OFPyyP4wB62Rvi,0.514,0.911,1,-2.027,0,0.41,0.0559,0.0,0.775,0.619,161.109,audio_features,2Mpj1Ul5OFPyyP4wB62Rvi,spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi,https://api.spotify.com/v1/tracks/2Mpj1Ul5OFPyyP4wB62Rvi,https://api.spotify.com/v1/audio-analysis/2Mpj1Ul5OFPyyP4wB62Rvi,254027,4
3,2001-06-01,Hanging By A Moment,lifehouse,0wqOReZDnrefefEsrIGeR4,0.541,0.864,1,-4.915,1,0.0357,0.00118,0.0,0.0896,0.435,124.557,audio_features,0wqOReZDnrefefEsrIGeR4,spotify:track:0wqOReZDnrefefEsrIGeR4,https://api.spotify.com/v1/tracks/0wqOReZDnrefefEsrIGeR4,https://api.spotify.com/v1/audio-analysis/0wqOReZDnrefefEsrIGeR4,216067,4
4,2001-06-01,Ride Wit Me,nelly city spud,3Gf5nttwcX9aaSQXRWidEZ,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,audio_features,3Gf5nttwcX9aaSQXRWidEZ,spotify:track:3Gf5nttwcX9aaSQXRWidEZ,https://api.spotify.com/v1/tracks/3Gf5nttwcX9aaSQXRWidEZ,https://api.spotify.com/v1/audio-analysis/3Gf5nttwcX9aaSQXRWidEZ,291782,4
5,2001-06-01,Follow Me,uncle kracker,4KoecuyOpZaNFZ0UqVsllc,0.817,0.585,5,-4.688,1,0.0301,0.439,0.0,0.147,0.916,105.014,audio_features,4KoecuyOpZaNFZ0UqVsllc,spotify:track:4KoecuyOpZaNFZ0UqVsllc,https://api.spotify.com/v1/tracks/4KoecuyOpZaNFZ0UqVsllc,https://api.spotify.com/v1/audio-analysis/4KoecuyOpZaNFZ0UqVsllc,218440,4
6,2001-06-01,Fiesta,r kelly jay-z,77S8pBH3ilaDIPmTJkRNQn,0.92,0.487,10,-5.578,0,0.182,0.0103,0.0,0.0411,0.806,92.836,audio_features,77S8pBH3ilaDIPmTJkRNQn,spotify:track:77S8pBH3ilaDIPmTJkRNQn,https://api.spotify.com/v1/tracks/77S8pBH3ilaDIPmTJkRNQn,https://api.spotify.com/v1/audio-analysis/77S8pBH3ilaDIPmTJkRNQn,241400,4
7,2001-06-01,Thank You,dido,751gBcu62kORDelX7FV0mM,0.722,0.595,1,-9.928,0,0.0415,0.284,0.000538,0.0694,0.738,79.98,audio_features,751gBcu62kORDelX7FV0mM,spotify:track:751gBcu62kORDelX7FV0mM,https://api.spotify.com/v1/tracks/751gBcu62kORDelX7FV0mM,https://api.spotify.com/v1/audio-analysis/751gBcu62kORDelX7FV0mM,217827,4
8,2001-06-01,Get Ur Freak On,"missy ""misdemeanor"" elliott",3MQYK3shbm4hF8JaU7edOF,0.687,0.693,6,-8.83,1,0.0891,0.0563,0.134,0.168,0.425,177.894,audio_features,3MQYK3shbm4hF8JaU7edOF,spotify:track:3MQYK3shbm4hF8JaU7edOF,https://api.spotify.com/v1/tracks/3MQYK3shbm4hF8JaU7edOF,https://api.spotify.com/v1/audio-analysis/3MQYK3shbm4hF8JaU7edOF,242536,4
9,2001-06-01,What Would You Do?,city high,1tJkic0TURTCXw3rBhYgWu,0.733,0.794,7,-6.909,1,0.223,0.259,0.0,0.483,0.832,95.877,audio_features,1tJkic0TURTCXw3rBhYgWu,spotify:track:1tJkic0TURTCXw3rBhYgWu,https://api.spotify.com/v1/tracks/1tJkic0TURTCXw3rBhYgWu,https://api.spotify.com/v1/audio-analysis/1tJkic0TURTCXw3rBhYgWu,175560,4
10,2001-06-01,My Baby,lil' romeo,0s9A4pUBLw68E76vY8LU9K,0.82,0.761,1,-2.714,1,0.219,0.0481,0.0,0.218,0.584,97.423,audio_features,0s9A4pUBLw68E76vY8LU9K,spotify:track:0s9A4pUBLw68E76vY8LU9K,https://api.spotify.com/v1/tracks/0s9A4pUBLw68E76vY8LU9K,https://api.spotify.com/v1/audio-analysis/0s9A4pUBLw68E76vY8LU9K,221000,4
11,2001-06-01,I'm Like A Bird,nelly furtado,4sUoWHVnJl8z3t4zdqf6xB,0.622,0.608,10,-5.085,1,0.036,0.138,5.38e-06,0.273,0.607,89.661,audio_features,4sUoWHVnJl8z3t4zdqf6xB,spotify:track:4sUoWHVnJl8z3t4zdqf6xB,https://api.spotify.com/v1/tracks/4sUoWHVnJl8z3t4zdqf6xB,https://api.spotify.com/v1/audio-analysis/4sUoWHVnJl8z3t4zdqf6xB,243160,4
12,2001-06-01,Peaches & Cream,112,2SLZ2rX5773RS16mcqBxG7,0.677,0.52,4,-6.255,0,0.334,0.00277,0.0,0.0532,0.768,203.862,audio_features,2SLZ2rX5773RS16mcqBxG7,spotify:track:2SLZ2rX5773RS16mcqBxG7,https://api.spotify.com/v1/tracks/2SLZ2rX5773RS16mcqBxG7,https://api.spotify.com/v1/audio-analysis/2SLZ2rX5773RS16mcqBxG7,193093,4
13,2001-06-01,Let Me Blow Ya Mind,eve gwen stefani,3RmKpob8xzv1pzHEQrMJah,0.908,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.032,audio_features,3RmKpob8xzv1pzHEQrMJah,spotify:track:3RmKpob8xzv1pzHEQrMJah,https://api.spotify.com/v1/tracks/3RmKpob8xzv1pzHEQrMJah,https://api.spotify.com/v1/audio-analysis/3RmKpob8xzv1pzHEQrMJah,230133,4
14,2001-06-01,Drops Of Jupiter (Tell Me),train,2hKdd3qO7cWr2Jo0Bcs0MA,0.481,0.638,0,-5.862,1,0.0276,0.153,0.0,0.154,0.497,79.064,audio_features,2hKdd3qO7cWr2Jo0Bcs0MA,spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA,https://api.spotify.com/v1/tracks/2hKdd3qO7cWr2Jo0Bcs0MA,https://api.spotify.com/v1/audio-analysis/2hKdd3qO7cWr2Jo0Bcs0MA,259933,4
15,2001-06-01,Missing You,case,0CmXXEwul09Kf8X68lPA5l,0.612,0.579,1,-6.417,0,0.0553,0.285,0.0,0.0556,0.716,86.31,audio_features,0CmXXEwul09Kf8X68lPA5l,spotify:track:0CmXXEwul09Kf8X68lPA5l,https://api.spotify.com/v1/tracks/0CmXXEwul09Kf8X68lPA5l,https://api.spotify.com/v1/audio-analysis/0CmXXEwul09Kf8X68lPA5l,284667,4
16,2001-06-01,Superwoman Pt. II,lil' mo fabolous,6KCOOKsDFfGEiwWZZlEI6O,0.768,0.541,6,-5.183,0,0.1,0.286,0.0,0.107,0.645,95.715,audio_features,6KCOOKsDFfGEiwWZZlEI6O,spotify:track:6KCOOKsDFfGEiwWZZlEI6O,https://api.spotify.com/v1/tracks/6KCOOKsDFfGEiwWZZlEI6O,https://api.spotify.com/v1/audio-analysis/6KCOOKsDFfGEiwWZZlEI6O,265588,4
17,2001-06-01,Stutter,joe mystikal,7FWuzwapuKHTEyDJIcQOw3,0.767,0.759,6,-6.516,1,0.117,0.0513,0.0,0.31,0.677,89.989,audio_features,7FWuzwapuKHTEyDJIcQOw3,spotify:track:7FWuzwapuKHTEyDJIcQOw3,https://api.spotify.com/v1/tracks/7FWuzwapuKHTEyDJIcQOw3,https://api.spotify.com/v1/audio-analysis/7FWuzwapuKHTEyDJIcQOw3,213027,4
18,2001-06-01,Angel,shaggy rayvon,7FDV5ELOJHCGLe52AnttEd,0.74,0.766,6,-2.939,1,0.178,0.116,0.0,0.0406,0.807,170.531,audio_features,7FDV5ELOJHCGLe52AnttEd,spotify:track:7FDV5ELOJHCGLe52AnttEd,https://api.spotify.com/v1/tracks/7FDV5ELOJHCGLe52AnttEd,https://api.spotify.com/v1/audio-analysis/7FDV5ELOJHCGLe52AnttEd,235133,4
19,2001-06-01,Play,jennifer lopez,7fFCnttacpotkyhTOxKv14,0.775,0.729,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719,audio_features,7fFCnttacpotkyhTOxKv14,spotify:track:7fFCnttacpotkyhTOxKv14,https://api.spotify.com/v1/tracks/7fFCnttacpotkyhTOxKv14,https://api.spotify.com/v1/audio-analysis/7fFCnttacpotkyhTOxKv14,211493,4
20,2001-06-01,South Side,moby gwen stefani,0Dlf6RoFzftalzB7cArv0J,0.713,0.118,4,-21.138,1,0.0431,0.961,0.911,0.111,0.149,130.003,audio_features,0Dlf6RoFzftalzB7cArv0J,spotify:track:0Dlf6RoFzftalzB7cArv0J,https://api.spotify.com/v1/tracks/0Dlf6RoFzftalzB7cArv0J,https://api.spotify.com/v1/audio-analysis/0Dlf6RoFzftalzB7cArv0J,242769,4
21,2001-06-01,Never Had A Dream Come True,s club 7,1rzssdgfZiGs7VAMsYN9SF,0.636,0.531,5,-5.593,1,0.0273,0.508,0.0,0.0952,0.496,122.918,audio_features,1rzssdgfZiGs7VAMsYN9SF,spotify:track:1rzssdgfZiGs7VAMsYN9SF,https://api.spotify.com/v1/tracks/1rzssdgfZiGs7VAMsYN9SF,https://api.spotify.com/v1/audio-analysis/1rzssdgfZiGs7VAMsYN9SF,240640,4
22,2001-06-01,What It Feels Like For A Girl,madonna,6rQcK4xOzePDdrTg7Yv6d6,0.67,0.627,8,-9.497,1,0.0478,0.201,0.00161,0.154,0.582,104.988,audio_features,6rQcK4xOzePDdrTg7Yv6d6,spotify:track:6rQcK4xOzePDdrTg7Yv6d6,https://api.spotify.com/v1/tracks/6rQcK4xOzePDdrTg7Yv6d6,https://api.spotify.com/v1/audio-analysis/6rQcK4xOzePDdrTg7Yv6d6,283893,4
23,2001-06-01,Drive,incubus,7nnWIPM5hwE3DaUBkvOIpy,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,audio_features,7nnWIPM5hwE3DaUBkvOIpy,spotify:track:7nnWIPM5hwE3DaUBkvOIpy,https://api.spotify.com/v1/tracks/7nnWIPM5hwE3DaUBkvOIpy,https://api.spotify.com/v1/audio-analysis/7nnWIPM5hwE3DaUBkvOIpy,232453,4
24,2001-06-01,There You'll Be,faith hill,1s2khOWzC99udpUaPICLJI,0.325,0.532,8,-7.208,1,0.0308,0.496,0.0,0.134,0.162,129.021,audio_features,1s2khOWzC99udpUaPICLJI,spotify:track:1s2khOWzC99udpUaPICLJI,https://api.spotify.com/v1/tracks/1s2khOWzC99udpUaPICLJI,https://api.spotify.com/v1/audio-analysis/1s2khOWzC99udpUaPICLJI,220840,4
25,2001-06-01,Ain't Nothing 'Bout You,brooks  dunn,6CkydK3NOAMScIhViRzXoB,0.325,0.887,0,-4.199,1,0.0569,0.144,1.35e-06,0.431,0.705,202.339,audio_features,6CkydK3NOAMScIhViRzXoB,spotify:track:6CkydK3NOAMScIhViRzXoB,https://api.spotify.com/v1/tracks/6CkydK3NOAMScIhViRzXoB,https://api.spotify.com/v1/audio-analysis/6CkydK3NOAMScIhViRzXoB,199413,4
26,2001-06-01,Heard It All Before,sunshine anderson,0xikWgPgYN9BEes0ieZ8Co,0.698,0.925,3,-4.209,0,0.222,0.0611,0.0,0.095,0.676,96.953,audio_features,0xikWgPgYN9BEes0ieZ8Co,spotify:track:0xikWgPgYN9BEes0ieZ8Co,https://api.spotify.com/v1/tracks/0xikWgPgYN9BEes0ieZ8Co,https://api.spotify.com/v1/audio-analysis/0xikWgPgYN9BEes0ieZ8Co,295827,4
27,2001-06-01,Again,lenny kravitz,5c1QJAiC3773EwiZLwHf5x,0.55,0.804,2,-5.218,1,0.0271,0.0148,4.33e-05,0.105,0.789,79.166,audio_features,5c1QJAiC3773EwiZLwHf5x,spotify:track:5c1QJAiC3773EwiZLwHf5x,https://api.spotify.com/v1/tracks/5c1QJAiC3773EwiZLwHf5x,https://api.spotify.com/v1/audio-analysis/5c1QJAiC3773EwiZLwHf5x,231667,4
28,2001-06-01,Pop,'n sync,0Jc8qF1mUPo1A96HE9QxZz,0.706,0.861,11,-6.684,1,0.154,0.0341,0.0,0.127,0.923,119.946,audio_features,0Jc8qF1mUPo1A96HE9QxZz,spotify:track:0Jc8qF1mUPo1A96HE9QxZz,https://api.spotify.com/v1/tracks/0Jc8qF1mUPo1A96HE9QxZz,https://api.spotify.com/v1/audio-analysis/0Jc8qF1mUPo1A96HE9QxZz,238427,4
29,2001-06-01,I Hope You Dance,lee ann womack,65B1tEOv5W294uCKbmEcFV,0.385,0.443,7,-9.627,0,0.0295,0.0632,0.0,0.0898,0.275,151.278,audio_features,65B1tEOv5W294uCKbmEcFV,spotify:track:65B1tEOv5W294uCKbmEcFV,https://api.spotify.com/v1/tracks/65B1tEOv5W294uCKbmEcFV,https://api.spotify.com/v1/audio-analysis/65B1tEOv5W294uCKbmEcFV,294533,4
30,2001-06-01,Don't Happen Twice,kenny chesney,04ccQGJ1i8gL7JoeCPiJbv,0.499,0.708,7,-7.029,1,0.0301,0.00626,1.15e-05,0.0423,0.617,158.785,audio_features,04ccQGJ1i8gL7JoeCPiJbv,spotify:track:04ccQGJ1i8gL7JoeCPiJbv,https://api.spotify.com/v1/tracks/04ccQGJ1i8gL7JoeCPiJbv,https://api.spotify.com/v1/audio-analysis/04ccQGJ1i8gL7JoeCPiJbv,203067,4
31,2001-06-01,Grown Men Don't Cry,tim mcgraw,4RtDZMumlKxsN7IL3AJPUx,0.657,0.513,10,-8.514,1,0.024,0.199,0.0,0.0994,0.56,101.815,audio_features,4RtDZMumlKxsN7IL3AJPUx,spotify:track:4RtDZMumlKxsN7IL3AJPUx,https://api.spotify.com/v1/tracks/4RtDZMumlKxsN7IL3AJPUx,https://api.spotify.com/v1/audio-analysis/4RtDZMumlKxsN7IL3AJPUx,235760,4
32,2001-06-01,If You're Gone,matchbotwenty,2f5N826udWfjT9iomeaBJt,0.544,0.659,9,-7.191,1,0.0298,0.427,1.33e-06,0.126,0.361,109.933,audio_features,2f5N826udWfjT9iomeaBJt,spotify:track:2f5N826udWfjT9iomeaBJt,https://api.spotify.com/v1/tracks/2f5N826udWfjT9iomeaBJt,https://api.spotify.com/v1/audio-analysis/2f5N826udWfjT9iomeaBJt,274933,4
33,2001-06-01,Put It On Me,ja rule lil' mo  vita,0mu59f9C3CwjFdtmf0j80v,0.573,0.851,6,-4.829,0,0.336,0.0291,0.0,0.0937,0.715,185.778,audio_features,0mu59f9C3CwjFdtmf0j80v,spotify:track:0mu59f9C3CwjFdtmf0j80v,https://api.spotify.com/v1/tracks/0mu59f9C3CwjFdtmf0j80v,https://api.spotify.com/v1/audio-analysis/0mu59f9C3CwjFdtmf0j80v,282827,4
34,2001-06-01,Love,musiq soulchild,6uSa5iCMwPr10Ftpz8w09b,0.569,0.385,1,-9.919,0,0.0499,0.342,0.0,0.0876,0.339,99.738,audio_features,6uSa5iCMwPr10Ftpz8w09b,spotify:track:6uSa5iCMwPr10Ftpz8w09b,https://api.spotify.com/v1/tracks/6uSa5iCMwPr10Ftpz8w09b,https://api.spotify.com/v1/audio-analysis/6uSa5iCMwPr10Ftpz8w09b,304667,4
35,2001-06-01,"So Fresh, So Clean",outkast,6glsMWIMIxQ4BedzLqGVi4,0.725,0.64,5,-7.905,0,0.332,0.0281,0.0,0.099,0.915,166.028,audio_features,6glsMWIMIxQ4BedzLqGVi4,spotify:track:6glsMWIMIxQ4BedzLqGVi4,https://api.spotify.com/v1/tracks/6glsMWIMIxQ4BedzLqGVi4,https://api.spotify.com/v1/audio-analysis/6glsMWIMIxQ4BedzLqGVi4,240027,3
36,2001-06-01,Butterfly,crazy town,4BggEwLhGfrbrl7JBhC8EC,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,audio_features,4BggEwLhGfrbrl7JBhC8EC,spotify:track:4BggEwLhGfrbrl7JBhC8EC,https://api.spotify.com/v1/tracks/4BggEwLhGfrbrl7JBhC8EC,https://api.spotify.com/v1/audio-analysis/4BggEwLhGfrbrl7JBhC8EC,216733,4
37,2001-06-01,I'm Already There,lonestar,34Vn9nKfztyLco9lJazy4j,0.377,0.395,3,-8.622,1,0.0332,0.61,0.0,0.295,0.221,133.296,audio_features,34Vn9nKfztyLco9lJazy4j,spotify:track:34Vn9nKfztyLco9lJazy4j,https://api.spotify.com/v1/tracks/34Vn9nKfztyLco9lJazy4j,https://api.spotify.com/v1/audio-analysis/34Vn9nKfztyLco9lJazy4j,253373,4
38,2001-06-01,It's A Great Day To Be Alive,travis tritt,3oW6SWwGqiZSPTiAp7ZQoH,0.595,0.653,7,-4.935,1,0.0265,0.246,0.0,0.264,0.542,128.93,audio_features,3oW6SWwGqiZSPTiAp7ZQoH,spotify:track:3oW6SWwGqiZSPTiAp7ZQoH,https://api.spotify.com/v1/tracks/3oW6SWwGqiZSPTiAp7ZQoH,https://api.spotify.com/v1/audio-analysis/3oW6SWwGqiZSPTiAp7ZQoH,241533,4
39,2001-06-01,If I Fall You're Going Down With Me,dixie chicks,2MMZ1Llts0rTaU834P2Xct,0.722,0.81,8,-7.463,1,0.0336,0.119,7.13e-06,0.377,0.561,123.272,audio_features,2MMZ1Llts0rTaU834P2Xct,spotify:track:2MMZ1Llts0rTaU834P2Xct,https://api.spotify.com/v1/tracks/2MMZ1Llts0rTaU834P2Xct,https://api.spotify.com/v1/audio-analysis/2MMZ1Llts0rTaU834P2Xct,183200,4
40,2001-06-01,Irresistible,jessica simpson,2TVSa07y6g3HRn4oLWv57M,0.659,0.966,8,-2.783,0,0.0538,0.0279,8.25e-05,0.0489,0.687,93.008,audio_features,2TVSa07y6g3HRn4oLWv57M,spotify:track:2TVSa07y6g3HRn4oLWv57M,https://api.spotify.com/v1/tracks/2TVSa07y6g3HRn4oLWv57M,https://api.spotify.com/v1/audio-analysis/2TVSa07y6g3HRn4oLWv57M,193600,4
41,2001-06-01,Jaded,aerosmith,4iihDHIoKZdOeOW1kFDUtR,0.517,0.89,9,-4.033,1,0.0539,0.005,1.47e-05,0.0824,0.632,118.009,audio_features,4iihDHIoKZdOeOW1kFDUtR,spotify:track:4iihDHIoKZdOeOW1kFDUtR,https://api.spotify.com/v1/tracks/4iihDHIoKZdOeOW1kFDUtR,https://api.spotify.com/v1/audio-analysis/4iihDHIoKZdOeOW1kFDUtR,214333,4
42,2001-06-01,Stranger In My House,tamia,08GOEVXupC6ECbulhPGQKm,0.676,0.601,0,-4.905,1,0.0297,0.103,0.0,0.147,0.206,119.94,audio_features,08GOEVXupC6ECbulhPGQKm,spotify:track:08GOEVXupC6ECbulhPGQKm,https://api.spotify.com/v1/tracks/08GOEVXupC6ECbulhPGQKm,https://api.spotify.com/v1/audio-analysis/08GOEVXupC6ECbulhPGQKm,285387,4
43,2001-06-01,Right Where I Need To Be,gary allan,3hfMKCMfKcKctpjtH0TB76,0.522,0.747,1,-4.789,1,0.0297,0.235,1.06e-05,0.0964,0.645,82.85,audio_features,3hfMKCMfKcKctpjtH0TB76,spotify:track:3hfMKCMfKcKctpjtH0TB76,https://api.spotify.com/v1/tracks/3hfMKCMfKcKctpjtH0TB76,https://api.spotify.com/v1/audio-analysis/3hfMKCMfKcKctpjtH0TB76,182103,4
44,2001-06-01,I Cry,ja rule lil' mo,1CP0DS790dxOfCXXp7WHDP,0.634,0.551,10,-5.698,1,0.208,0.265,0.0,0.204,0.343,72.202,audio_features,1CP0DS790dxOfCXXp7WHDP,spotify:track:1CP0DS790dxOfCXXp7WHDP,https://api.spotify.com/v1/tracks/1CP0DS790dxOfCXXp7WHDP,https://api.spotify.com/v1/audio-analysis/1CP0DS790dxOfCXXp7WHDP,317733,4
